library,specimen_id,sample_accession,experiment_accession,run_accession,ncbi_taxid,scientific_name,family_taxid,family_name,country,prefix
BMB:LE,TROM_V_80640,SAMEA8202027,ERX5334562,ERR5554520,395314,Salix_glauca,3688,Salicaceae,Norway,TV80640
BMB:LE,TROM_V_80640,SAMEA8202027,ERX5334563,ERR5554521,395314,Salix_glauca,3688,Salicaceae,Norway,TV80640
BMB:BF,TROM_V_162388,SAMEA8201358,ERX5334564,ERR5554522,48027,Anthriscus_sylvestris,4037,Apiaceae,Norway,TV162388
BMB:LA,TROM_V_162356,SAMEA8201353,ERX5334565,ERR5554523,371026,Bistorta_vivipara,3615,Polygonaceae,Norway,TV162356
BMB:PD,TROM_V_162387,SAMEA8201357,ERX5334566,ERR5554524,39862,Silene_acaulis,3568,Caryophyllaceae,Norway,TV162387
BMB:PI,TROM_V_162328,SAMEA8201349,ERX5334567,ERR5554525,102718,Saxifraga_cespitosa,3792,Saxifragaceae,Norway,TV162328
BMB:NA,TROM_V_162329,SAMEA8201350,ERX5334568,ERR5554526,1734419,Cerastium_alpinum_subsp_alpinum,3568,Caryophyllaceae,Norway,TV162329
BXA:BSQ,TROM_V_162399,SAMEA8201360,ERX5334569,ERR5554527,395315,Salix_polaris,3688,Salicaceae,Norway,TV162399
BXA:AQE,TROM_V_162343,SAMEA8201352,ERX5334570,ERR5554528,2983923,Deschampsia_cespitosa_subsp_neoalpina,4479,Poaceae,Norway,TV162343
BXA:AQF,TROM_V_162336,SAMEA8201351,ERX5334571,ERR5554529,29672,Avenella_flexuosa,4479,Poaceae,Norway,TV162336
BMB:FD,TROM_V_162324,SAMEA8201348,ERX5334572,ERR5554530,595332,Omalotheca_norvegica,4210,Asteraceae,Norway,TV162324
BMB:MC,TROM_V_162360,SAMEA8201354,ERX5334573,ERR5554531,230577,Dactylorhiza_viridis,4747,Orchidaceae,Norway,TV162360
BMB:NK,TROM_V_162320,SAMEA8201347,ERX5334574,ERR5554532,140796,Carex_canescens,4609,Cyperaceae,Norway,TV162320
CDM:AQH,TROM_V_162310,SAMEA8201345,ERX5334575,ERR5554533,227214,Poa_glauca,4479,Poaceae,Norway,TV162310
BMB:BT,TROM_V_162292,SAMEA8201342,ERX5334576,ERR5554534,1500773,Carex_norvegica_subsp_norvegica,4609,Cyperaceae,Norway,TV162292
BMB:ED,TROM_V_162298,SAMEA8201343,ERX5334577,ERR5554535,77623,Linnaea_borealis,4200,Caprifoliaceae,Norway,TV162298
BMB:G,TROM_V_162312,SAMEA8201346,ERX5334578,ERR5554536,231678,Equisetum_variegatum,3256,Equisetaceae,Norway,TV162312
BMB:LL,TROM_V_162391,SAMEA8201359,ERX5334579,ERR5554537,470276,Salix_myrsinites,3688,Salicaceae,Norway,TV162391
CDM:ASX,TROM_V_162372,SAMEA8201356,ERX5334580,ERR5554538,301496,Carex_nigra_subsp_juncea,4609,Cyperaceae,Norway,TV162372
BXA:ALK,TROM_V_82711,SAMEA8202041,ERX5334581,ERR5554539,167997,Anemone_canadensis,3440,Ranunculaceae,Norway,TV82711
BMB:AS,TROM_V_162370,SAMEA8201355,ERX5334582,ERR5554540,240691,Carex_brunnescens,4609,Cyperaceae,Norway,TV162370
CDM:ASR,TROM_V_162302,SAMEA8201344,ERX5334583,ERR5554541,240676,Carex_parallela,4609,Cyperaceae,Norway,TV162302
BMB:R,TROM_V_146715,SAMEA8201153,ERX5334584,ERR5554542,345918,Agrostis_mertensii,4479,Poaceae,Norway,TV146715
BXA:BFH,TROM_V_162266,SAMEA8201341,ERX5334585,ERR5554543,269082,Silene_uralensis,3568,Caryophyllaceae,Norway,TV162266
BXA:BHC,TROM_V_82767,SAMEA8202042,ERX5334586,ERR5554544,127986,Matricaria_chamomilla_var_recutita,4210,Asteraceae,Norway,TV82767
BMB:AH,TROM_V_162438,SAMEA8201364,ERX5334587,ERR5554545,203015,Rhodiola_rosea,3781,Crassulaceae,Norway,TV162438
BMB:HS,TROM_V_162412,SAMEA8201361,ERX5334588,ERR5554546,143208,Saussurea_alpina,4210,Asteraceae,Norway,TV162412
BMB:EN,TROM_V_162422,SAMEA8201362,ERX5334589,ERR5554547,204362,Pinguicula_vulgaris,4196,Lentibulariaceae,Norway,TV162422
CDM:AOW,TROM_V_80982,SAMEA8202028,ERX5334590,ERR5554548,240679,Carex_appropinquata,4609,Cyperaceae,Norway,TV80982
BXA:ALA,TROM_V_131542,SAMEA8200892,ERX5334591,ERR5554549,475390,Euphrasia_micrantha,91896,Orobanchaceae,Norway,TV131542
BXA:AMS,TROM_V_166187,SAMEA8201398,ERX5334592,ERR5554550,55501,Triglochin_maritima,55434,Juncaginaceae,Norway,TV166187
CDM:APA,TROM_V_355001,SAMEA8201806,ERX5334593,ERR5554551,190548,Vaccinium_uliginosum,4345,Ericaceae,Spain,TV355001
BXA:BGC,TROM_V_148902,SAMEA8201215,ERX5334594,ERR5554552,1891284,Spiraea_x_billiardii,3745,Rosaceae,Norway,TV148902
BXA:BVV,TROM_V_162181,SAMEA8201340,ERX5334595,ERR5554553,669698,Galium_trifidum,24966,Rubiaceae,Norway,TV162181
CDM:APX,TROM_V_355005,SAMEA8201809,ERX5334596,ERR5554554,190548,Vaccinium_uliginosum,4345,Ericaceae,Spain,TV355005
BXA:AKN,TROM_V_131602,SAMEA8200893,ERX5334597,ERR5554555,488216,Reynoutria_japonica,3615,Polygonaceae,Norway,TV131602
CDM:AAS,TROM_V_163583,SAMEA8201373,ERX5334598,ERR5554556,58660,Leontodon_hispidus,4210,Asteraceae,Norway,TV163583
CDM:BAV,TROM_V_163957,SAMEA8201376,ERX5334599,ERR5554557,1137917,Stellaria_palustris,3568,Caryophyllaceae,Norway,TV163957
BXA:AQQ,TROM_V_163585,SAMEA8201374,ERX5334600,ERR5554558,281077,Briza_media,4479,Poaceae,Norway,TV163585
BMB:AD,TROM_V_82810,SAMEA8202043,ERX5334601,ERR5554559,570168,Calamagrostis_purpurea,4479,Poaceae,Norway,TV82810
BXA:BGD,TROM_V_131767,SAMEA8200895,ERX5334602,ERR5554560,1891592,Scorzoneroides_autumnalis_subsp_autumnalis,4210,Asteraceae,Norway,TV131767
CDM:APH,TROM_V_162674,SAMEA8201369,ERX5334603,ERR5554561,13579,Juncus_effusus,14101,Juncaceae,Norway,TV162674
BMB:FB,TROM_V_162676,SAMEA8201370,ERX5334604,ERR5554562,1734428,Pimpinella_saxifraga_subsp_saxifraga,4037,Apiaceae,Norway,TV162676
BMB:AE,TROM_V_131761,SAMEA8200894,ERX5334605,ERR5554563,1623470,Juncus_bufonius_subsp_bufonius,14101,Juncaceae,Norway,TV131761
BXA:CAC,TROM_V_162669,SAMEA8201368,ERX5334606,ERR5554564,301481,Erodium_cicutarium,4027,Geraniaceae,Norway,TV162669
CDM:AUO,TROM_V_355006,SAMEA8201810,ERX5334607,ERR5554565,190548,Vaccinium_uliginosum,4345,Ericaceae,France,TV355006
BMB:IK,TROM_V_84788,SAMEA8202053,ERX5334608,ERR5554566,1734432,Taraxacum_sp_MF-2015_sect_Boreigena,4210,Asteraceae,Norway,TV84788
BMB:HH,TROM_V_85223,SAMEA8202055,ERX5334609,ERR5554567,241196,Carex_atrata,4609,Cyperaceae,Norway,TV85223
BXA:AVE,TROM_V_86969,SAMEA8202077,ERX5334610,ERR5554568,39919,Silene_uniflora,3568,Caryophyllaceae,Norway,TV86969
BXA:ARL,TROM_V_86967,SAMEA8202076,ERX5334611,ERR5554569,1227975,Alopecurus_arundinaceus,4479,Poaceae,Norway,TV86967
BXA:BTA,TROM_V_140986,SAMEA8201134,ERX5334612,ERR5554570,434553,Myriophyllum_alterniflorum,24945,Haloragaceae,Norway,TV140986
BXA:APF,TROM_V_83851,SAMEA8202046,ERX5334613,ERR5554571,191662,Maianthemum_bifolium,40552,Asparagaceae,Norway,TV83851
BXA:BNN,TROM_V_147829,SAMEA8201175,ERX5334614,ERR5554572,326275,Utricularia_minor,4196,Lentibulariaceae,Norway,TV147829
BXA:CMM,TROM_V_135021,SAMEA8200957,ERX5334615,ERR5554573,227215,Poa_hartzii,4479,Poaceae,Svalbard,TV135021
BMB:GN,TROM_V_650812,SAMEA8201941,ERX5334616,ERR5554574,84892,Gentianella_aurea,21472,Gentianaceae,Norway,TV650812
BXA:BBF,TROM_V_149727,SAMEA8201306,ERX5334617,ERR5554575,3469,Papaver_somniferum,3465,Papaveraceae,Norway,TV149727
BXA:BQV,TROM_V_146613,SAMEA8201150,ERX5334618,ERR5554576,23028,Sedum_acre,3781,Crassulaceae,Norway,TV146613
BMB:GB,TROM_V_146630,SAMEA8201151,ERX5334619,ERR5554577,669775,Phleum_alpinum,4479,Poaceae,Norway,TV146630
BXA:BGN,TROM_V_86921,SAMEA8202074,ERX5334620,ERR5554578,38861,Nuphar_pumila,4410,Nymphaeaceae,Norway,TV86921
BMB:GG,TROM_V_146425,SAMEA8201149,ERX5334621,ERR5554579,239422,Campanula_rotundifolia,4381,Campanulaceae,Norway,TV146425
CDM:ATO,TROM_V_140932,SAMEA8201132,ERX5334622,ERR5554580,169386,Asplenium_trichomanes_subsp_quadrivalens,41972,Aspleniaceae,Norway,TV140932
BXA:BEH,TROM_V_175011,SAMEA8201505,ERX5334623,ERR5554581,105906,Succisa_pratensis,4200,Caprifoliaceae,Norway,TV175011
BXA:AGB,TROM_V_149796,SAMEA8201319,ERX5334624,ERR5554582,434248,Chenopodium_suecicum,1804623,Chenopodiaceae,Norway,TV149796
CDM:APU,TROM_V_355000,SAMEA8201805,ERX5334625,ERR5554583,190548,Vaccinium_uliginosum,4345,Ericaceae,Canada,TV355000
BXA:BKD,TROM_V_85064,SAMEA8202054,ERX5334626,ERR5554584,4217,Arctium_lappa,4210,Asteraceae,Norway,TV85064
BMB:IQ,TROM_V_87248,SAMEA8202082,ERX5334627,ERR5554585,261240,Hieracium_alpinum,4210,Asteraceae,Norway,TV87248
BXA:AME,TROM_V_87193,SAMEA8202081,ERX5334628,ERR5554586,1891440,Alchemilla_borealis,3745,Rosaceae,Norway,TV87193
BXA:BMN,TROM_V_87174,SAMEA8202079,ERX5334629,ERR5554587,150094,Thalictrum_flavum,3440,Ranunculaceae,Norway,TV87174
BXA:BEK,TROM_V_87177,SAMEA8202080,ERX5334630,ERR5554588,53175,Stachys_sylvatica,4136,Lamiaceae,Norway,TV87177
BXA:BIP,TROM_V_148856,SAMEA8201211,ERX5334631,ERR5554589,72341,Artemisia_dracunculus,4210,Asteraceae,Norway,TV148856
CDM:AEM,TROM_V_146873,SAMEA8201154,ERX5334632,ERR5554590,1351827,Rumex_alpinus,3615,Polygonaceae,Norway,TV146873
BXA:AHN,TROM_V_146704,SAMEA8201152,ERX5334633,ERR5554591,1892832,Hieracium_sp_MFM-2016_sect_Hieracium,4210,Asteraceae,Norway,TV146704
BMB:MK,TROM_V_146364,SAMEA8201148,ERX5334634,ERR5554592,254029,Arenaria_serpyllifolia,3568,Caryophyllaceae,Norway,TV146364
BXA:BSP,TROM_V_965605,SAMEA8202479,ERX5334635,ERR5554593,102722,Saxifraga_cuneifolia,3792,Saxifragaceae,Norway,TV965605
BXA:BRQ,TROM_V_149261,SAMEA8201243,ERX5334636,ERR5554594,1891584,Spiraea_x_rosalba,3745,Rosaceae,Norway,TV149261
BXA:BHE,TROM_V_96498,SAMEA8202448,ERX5334637,ERR5554595,3879,Medicago_sativa,3803,Fabaceae,Norway,TV96498
BXA:BVL,TROM_V_84676,SAMEA8202052,ERX5334638,ERR5554596,105913,Chaenorhinum_minus,156152,Plantaginaceae,Norway,TV84676
BXA:CIF,TROM_V_84552,SAMEA8202051,ERX5334639,ERR5554597,3619,Rumex_obtusifolius,3615,Polygonaceae,Norway,TV84552
BXA:ANR,TROM_V_146953,SAMEA8201155,ERX5334640,ERR5554598,376798,Phalaris_canariensis,4479,Poaceae,Norway,TV146953
BXA:BQP,TROM_V_149772,SAMEA8201313,ERX5334641,ERR5554599,23265,Saxifraga_rotundifolia,3792,Saxifragaceae,Norway,TV149772
BXA:BDC,TROM_V_149270,SAMEA8201248,ERX5334642,ERR5554600,170927,Primula_veris,4335,Primulaceae,Norway,TV149270
CDM:AOC,TROM_V_147259,SAMEA8201159,ERX5334643,ERR5554601,71251,Chelidonium_majus,3465,Papaveraceae,Norway,TV147259
CDM:ARM,TROM_V_88806,SAMEA8202090,ERX5334644,ERR5554602,464075,Festuca_richardsonii,4479,Poaceae,Norway,TV88806
BXA:ASC,TROM_V_147250,SAMEA8201157,ERX5334645,ERR5554603,3277,Matteuccia_struthiopteris,693794,Onocleaceae,Norway,TV147250
BMB:GR,TROM_V_147255,SAMEA8201158,ERX5334646,ERR5554604,395292,Eriophorum_scheuchzeri,4609,Cyperaceae,Norway,TV147255
BXA:AVF,TROM_V_148154,SAMEA8201184,ERX5334647,ERR5554605,53172,Betonica_macrantha,4136,Lamiaceae,Norway,TV148154
BXA:BNE,TROM_V_148158,SAMEA8201185,ERX5334648,ERR5554606,78534,Trigonella_foenum-graecum,3803,Fabaceae,Norway,TV148158
BXA:AVS,TROM_V_148854,SAMEA8201210,ERX5334649,ERR5554607,416296,Crataegus_sanguinea,3745,Rosaceae,Norway,TV148854
BMB:PS,TROM_V_148207,SAMEA8201187,ERX5334650,ERR5554608,13274,Stellaria_media,3568,Caryophyllaceae,Norway,TV148207
BXA:BKF,TROM_V_148164,SAMEA8201186,ERX5334651,ERR5554609,231488,Paris_quadrifolia,50362,Melanthiaceae,Norway,TV148164
BXA:BLA,TROM_V_380161,SAMEA8201821,ERX5334652,ERR5554610,231681,Equisetum_pratense,3256,Equisetaceae,Norway,TV380161
BMB:PK,TROM_V_147730,SAMEA8201174,ERX5334653,ERR5554611,102714,Saxifraga_aizoides,3792,Saxifragaceae,Norway,TV147730
BXA:AIA,TROM_V_148874,SAMEA8201214,ERX5334654,ERR5554612,447676,Lonicera_tatarica,4200,Caprifoliaceae,Norway,TV148874
BXA:APR,TROM_V_147957,SAMEA8201176,ERX5334655,ERR5554613,145835,Festuca_altissima,4479,Poaceae,Norway,TV147957
BMB:AG,TROM_V_149533,SAMEA8201289,ERX5334656,ERR5554614,58048,Polypodium_vulgare,3275,Polypodiaceae,Norway,TV149533
CDM:ATH,TROM_V_135069,SAMEA8200959,ERX5334657,ERR5554615,227223,Deschampsia_cespitosa_subsp_borealis,4479,Poaceae,Svalbard,TV135069
CDM:ACH,TROM_V_135006,SAMEA8200955,ERX5334658,ERR5554616,2005309,Puccinellia_svalbardensis,4479,Poaceae,Svalbard,TV135006
CDM:AUT,TROM_V_91456,SAMEA8202169,ERX5334659,ERR5554617,455306,Diphasiastrum_montellii,3250,Lycopodiaceae,Norway,TV91456
BXA:CMO,TROM_V_135105,SAMEA8200963,ERX5334660,ERR5554618,1301411,Potentilla_chamissonis,3745,Rosaceae,Svalbard,TV135105
BXA:AMM,TROM_V_85710,SAMEA8202059,ERX5334661,ERR5554619,1891447,Alchemilla_semilunaris,3745,Rosaceae,Norway,TV85710
BXA:BML,TROM_V_86686,SAMEA8202070,ERX5334662,ERR5554620,49227,Ophioglossum_vulgatum,13828,Ophioglossaceae,Norway,TV86686
CDM:ANA,TROM_V_135086,SAMEA8200961,ERX5334663,ERR5554621,669683,Erigeron_uniflorus_var_eriocephalus,4210,Asteraceae,Svalbard,TV135086
BXA:CDB,TROM_V_135014,SAMEA8200956,ERX5334664,ERR5554622,171823,Draba_nivalis,3700,Brassicaceae,Svalbard,TV135014
BXA:CLW,TROM_V_135094,SAMEA8200962,ERX5334665,ERR5554623,368352,Festuca_baffinensis,4479,Poaceae,Svalbard,TV135094
BXA:CMN,TROM_V_135084,SAMEA8200960,ERX5334666,ERR5554624,395303,Potentilla_hyparctica,3745,Rosaceae,Svalbard,TV135084
BXA:ATV,TROM_V_148444,SAMEA8201196,ERX5334667,ERR5554625,52853,Silene_latifolia_subsp_alba,3568,Caryophyllaceae,Norway,TV148444
BMB:HB,TROM_V_147660,SAMEA8201172,ERX5334668,ERR5554626,223681,Oreojuncus_trifidus,14101,Juncaceae,Norway,TV147660
BMB:KD,TROM_V_148840,SAMEA8201208,ERX5334669,ERR5554627,669792,Puccinellia_capillaris,4479,Poaceae,Norway,TV148840
BXA:BHP,TROM_V_148425,SAMEA8201194,ERX5334670,ERR5554628,3449,Caltha_palustris,3440,Ranunculaceae,Norway,TV148425
BMB:KH,TROM_V_148335,SAMEA8201192,ERX5334671,ERR5554629,669721,Mertensia_maritima,21571,Boraginaceae,Norway,TV148335
BXA:BKP,TROM_V_148345,SAMEA8201193,ERX5334672,ERR5554630,50452,Arabis_alpina,3700,Brassicaceae,Norway,TV148345
BXA:BIS,TROM_V_148435,SAMEA8201195,ERX5334673,ERR5554631,4218,Arctium_tomentosum,4210,Asteraceae,Norway,TV148435
BXA:AGE,TROM_V_148263,SAMEA8201189,ERX5334674,ERR5554632,75961,Cicerbita_alpina,4210,Asteraceae,Norway,TV148263
BXA:AGS,TROM_V_148330,SAMEA8201191,ERX5334675,ERR5554633,595332,Omalotheca_norvegica,4210,Asteraceae,Norway,TV148330
BXA:BAE,TROM_V_350073,SAMEA8201787,ERX5334676,ERR5554634,91272,Erigeron_humilis,4210,Asteraceae,Norway,TV350073
BXA:BVK,TROM_V_963618,SAMEA8202374,ERX5334677,ERR5554635,40784,Chrysosplenium_tetrandrum,3792,Saxifragaceae,Norway,TV963618
CDM:AUY,TROM_V_148839,SAMEA8201207,ERX5334678,ERR5554636,15304,Alopecurus_pratensis,4479,Poaceae,Norway,TV148839
BXA:BGB,TROM_V_963824,SAMEA8202380,ERX5334679,ERR5554637,218388,Salix_lanata,3688,Salicaceae,Norway,TV963824
BXA:BEC,TROM_V_149722,SAMEA8201302,ERX5334680,ERR5554638,2982281,Mutarda_arvensis,3700,Brassicaceae,Norway,TV149722
BMB:CQ,TROM_V_149363,SAMEA8201274,ERX5334681,ERR5554639,470272,Salix_lapponum,3688,Salicaceae,Norway,TV149363
BXA:BVQ,TROM_V_650483,SAMEA8201934,ERX5334682,ERR5554640,1891484,Euphrasia_stricta_var_stricta,91896,Orobanchaceae,Norway,TV650483
BMB:NE,TROM_V_148602,SAMEA8201199,ERX5334683,ERR5554641,240688,Carex_lachenalii,4609,Cyperaceae,Norway,TV148602
BMB:KN,TROM_V_148605,SAMEA8201200,ERX5334684,ERR5554642,253148,Juncus_filiformis,14101,Juncaceae,Norway,TV148605
BMB:MD,TROM_V_148607,SAMEA8201201,ERX5334685,ERR5554643,29687,Nardus_stricta,4479,Poaceae,Norway,TV148607
BXA:BRI,TROM_V_148601,SAMEA8201198,ERX5334686,ERR5554644,1891500,Lycopodium_annotinum_subsp_alpestre,3250,Lycopodiaceae,Norway,TV148601
BXA:BLM,TROM_V_380090,SAMEA8201820,ERX5334687,ERR5554645,208922,Draba_lactea,3700,Brassicaceae,Norway,TV380090
BXA:BQM,TROM_V_380088,SAMEA8201819,ERX5334688,ERR5554646,93340,Saxifraga_rivularis,3792,Saxifragaceae,Norway,TV380088
BMB:PB,TROM_V_148315,SAMEA8201190,ERX5334689,ERR5554647,57936,Rubus_chamaemorus,3745,Rosaceae,Norway,TV148315
BXA:BCN,TROM_V_148853,SAMEA8201209,ERX5334690,ERR5554648,74636,Rosa_rubiginosa,3745,Rosaceae,Norway,TV148853
BXA:ALE,TROM_V_148857,SAMEA8201212,ERX5334691,ERR5554649,4212,Ambrosia_artemisiifolia,4210,Asteraceae,Norway,TV148857
BXA:AIL,TROM_V_650654,SAMEA8201940,ERX5334692,ERR5554650,269344,Hieracium_schmidtii,4210,Asteraceae,Norway,TV650654
BXA:BSM,TROM_V_650623,SAMEA8201939,ERX5334693,ERR5554651,669842,Stellaria_borealis,3568,Caryophyllaceae,Norway,TV650623
BXA:AVK,TROM_V_86574,SAMEA8202067,ERX5334694,ERR5554652,47082,Melilotus_albus,3803,Fabaceae,Norway,TV86574
BXA:AFB,TROM_V_149336,SAMEA8201266,ERX5334695,ERR5554653,3712,Brassica_oleracea,3700,Brassicaceae,Norway,TV149336
BXA:BBS,TROM_V_86579,SAMEA8202068,ERX5334696,ERR5554654,202615,Reseda_lutea,26958,Resedaceae,Norway,TV86579
CDM:AAQ,TROM_V_86600,SAMEA8202069,ERX5334697,ERR5554655,306377,Clinopodium_acinos,4136,Lamiaceae,Norway,TV86600
BXA:ARP,TROM_V_147591,SAMEA8201170,ERX5334698,ERR5554656,204232,Agrostis_capillaris,4479,Poaceae,Norway,TV147591
BXA:AKQ,TROM_V_148910,SAMEA8201216,ERX5334699,ERR5554657,3617,Fagopyrum_esculentum,3615,Polygonaceae,Norway,TV148910
BXA:BEA,TROM_V_90116,SAMEA8202131,ERX5334700,ERR5554658,50192,Sonchus_arvensis,4210,Asteraceae,Norway,TV90116
CDM:AOB,TROM_V_86562,SAMEA8202066,ERX5334701,ERR5554659,13427,Cichorium_intybus,4210,Asteraceae,Denmark,TV86562
CDM:ASL,TROM_V_140903,SAMEA8201130,ERX5334702,ERR5554660,1200292,Carex_saxatilis_subsp_laxa,4609,Cyperaceae,Norway,TV140903
BMB:AR,TROM_V_380244,SAMEA8201823,ERX5334703,ERR5554661,140788,Carex_aquatilis,4609,Cyperaceae,Norway,TV380244
BMB:GE,TROM_V_147396,SAMEA8201164,ERX5334704,ERR5554662,1734421,Cochlearia_officinalis_subsp_officinalis,3700,Brassicaceae,Norway,TV147396
BMB:DE,TROM_V_147324,SAMEA8201160,ERX5334705,ERR5554663,271580,Cerastium_cerastoides,3568,Caryophyllaceae,Norway,TV147324
BMB:PG,TROM_V_963892,SAMEA8202385,ERX5334706,ERR5554664,93340,Saxifraga_rivularis,3792,Saxifragaceae,Norway,TV963892
CDM:AUZ,TROM_V_964855,SAMEA8202441,ERX5334707,ERR5554665,74900,Allium_schoenoprasum,4668,Amaryllidaceae,Norway,TV964855
BXA:ANP,TROM_V_147499,SAMEA8201167,ERX5334708,ERR5554666,764772,Poa_pratensis_subsp_irrigata,4479,Poaceae,Norway,TV147499
BMB:A,TROM_V_147417,SAMEA8201165,ERX5334709,ERR5554667,231680,Equisetum_fluviatile,3256,Equisetaceae,Norway,TV147417
BMB:DB,TROM_V_147529,SAMEA8201168,ERX5334710,ERR5554668,95630,Andromeda_polifolia,4345,Ericaceae,Norway,TV147529
BMB:MH,TROM_V_147555,SAMEA8201169,ERX5334711,ERR5554669,1734436,Atriplex_praecox,1804623,Chenopodiaceae,Norway,TV147555
BMB:NF,TROM_V_963829,SAMEA8202382,ERX5334712,ERR5554670,140816,Carex_flava,4609,Cyperaceae,Norway,TV963829
BMB:MV,TROM_V_963828,SAMEA8202381,ERX5334713,ERR5554671,1532332,Cerastium_alpinum_var_lanatum,3568,Caryophyllaceae,Norway,TV963828
BMB:BR,TROM_V_148081,SAMEA8201181,ERX5334714,ERR5554672,207273,Veronica_fruticans,156152,Plantaginaceae,Norway,TV148081
BMB:CM,TROM_V_148082,SAMEA8201182,ERX5334715,ERR5554673,37723,Deschampsia_cespitosa,4479,Poaceae,Norway,TV148082
BMB:EQ,TROM_V_148080,SAMEA8201180,ERX5334716,ERR5554674,90614,Micranthes_stellaris,3792,Saxifragaceae,Norway,TV148080
BMB:PH,TROM_V_147426,SAMEA8201166,ERX5334717,ERR5554675,29769,Saxifraga_cernua,3792,Saxifragaceae,Norway,TV147426
BMB:GF,TROM_V_148072,SAMEA8201179,ERX5334718,ERR5554676,1734420,Cerastium_alpinum_subsp_glabratum,3568,Caryophyllaceae,Norway,TV148072
CDM:AUR,TROM_V_963744,SAMEA8202378,ERX5334719,ERR5554677,1303115,Equisetum_arvense_subsp_arvense,3256,Equisetaceae,Norway,TV963744
BXA:AGI,TROM_V_963741,SAMEA8202376,ERX5334720,ERR5554678,271557,Cerastium_nigrescens,3568,Caryophyllaceae,Norway,TV963741
BMB:CA,TROM_V_965122,SAMEA8202453,ERX5334721,ERR5554679,50469,Callitriche_palustris,156152,Plantaginaceae,Norway,TV965122
BMB:FI,TROM_V_148255,SAMEA8201188,ERX5334722,ERR5554680,39321,Hippuris_vulgaris,156152,Plantaginaceae,Norway,TV148255
BMB:MQ,TROM_V_965527,SAMEA8202478,ERX5334723,ERR5554681,38788,Callitriche_hermaphroditica,156152,Plantaginaceae,Norway,TV965527
BMB:CR,TROM_V_963742,SAMEA8202377,ERX5334724,ERR5554682,1623468,Cochlearia_officinalis_subsp_integrifolia,3700,Brassicaceae,Norway,TV963742
BMB:KA,TROM_V_149355,SAMEA8201270,ERX5334725,ERR5554683,669680,Epilobium_hornemannii,3934,Onagraceae,Norway,TV149355
BMB:FC,TROM_V_147359,SAMEA8201163,ERX5334726,ERR5554684,261773,Omalotheca_supina,4210,Asteraceae,Norway,TV147359
BMB:DG,TROM_V_147334,SAMEA8201161,ERX5334727,ERR5554685,1623467,Cerastium_fontanum_subsp_fontanum,3568,Caryophyllaceae,Norway,TV147334
BMB:AL,TROM_V_148066,SAMEA8201178,ERX5334728,ERR5554686,57932,Comarum_palustre,3745,Rosaceae,Norway,TV148066
BMB:HG,TROM_V_148058,SAMEA8201177,ERX5334729,ERR5554687,432996,Carex_mackenziei,4609,Cyperaceae,Norway,TV148058
BMB:PM,TROM_V_147352,SAMEA8201162,ERX5334730,ERR5554688,75091,Rubus_saxatilis,3745,Rosaceae,Norway,TV147352
BXA:BPC,TROM_V_149432,SAMEA8201281,ERX5334731,ERR5554689,46032,Veronica_arvensis,156152,Plantaginaceae,Norway,TV149432
CDM:AAX,TROM_V_149431,SAMEA8201277,ERX5334732,ERR5554690,1080054,Lamium_purpureum_var_hybridum,4136,Lamiaceae,Norway,TV149431
BMB:DC,TROM_V_963843,SAMEA8202384,ERX5334733,ERR5554691,675739,Cirsium_heterophyllum,4210,Asteraceae,Norway,TV963843
BMB:LS,TROM_V_963840,SAMEA8202383,ERX5334734,ERR5554692,1303115,Equisetum_arvense_subsp_arvense,3256,Equisetaceae,Norway,TV963840
BXA:ANV,TROM_V_350034,SAMEA8201786,ERX5334735,ERR5554693,1891496,Juncus_bulbosus_subsp_bulbosus,14101,Juncaceae,Norway,TV350034
BXA:BAB,TROM_V_149767,SAMEA8201309,ERX5334736,ERR5554694,53164,Lamium_purpureum,4136,Lamiaceae,Norway,TV149767
BXA:AVI,TROM_V_148911,SAMEA8201217,ERX5334737,ERR5554695,191068,Lysimachia_vulgaris,4335,Primulaceae,Norway,TV148911
BMB:CH,TROM_V_147636,SAMEA8201171,ERX5334738,ERR5554696,1623464,Angelica_archangelica_subsp_archangelica,4037,Apiaceae,Norway,TV147636
BXA:BCI,TROM_V_91069,SAMEA8202157,ERX5334739,ERR5554697,117260,Rosa_acicularis,3745,Rosaceae,Norway,TV91069
BMB:HT,TROM_V_149309,SAMEA8201262,ERX5334740,ERR5554698,180772,Vaccinium_vitis-idaea,4345,Ericaceae,Norway,TV149309
BXA:APH,TROM_V_147722,SAMEA8201173,ERX5334741,ERR5554699,4513,Hordeum_vulgare,4479,Poaceae,Norway,TV147722
BXA:BEG,TROM_V_148862,SAMEA8201213,ERX5334742,ERR5554700,13702,Symphoricarpos_albus,4200,Caprifoliaceae,Norway,TV148862
BXA:BND,TROM_V_149691,SAMEA8201298,ERX5334743,ERR5554701,99108,Tripleurospermum_inodorum,4210,Asteraceae,Norway,TV149691
BMB:NV,TROM_V_148086,SAMEA8201183,ERX5334744,ERR5554702,23028,Sedum_acre,3781,Crassulaceae,Norway,TV148086
BXA:BES,TROM_V_148552,SAMEA8201197,ERX5334745,ERR5554703,114457,Struthiopteris_spicant,29600,Blechnaceae,Norway,TV148552
BXA:APM,TROM_V_148661,SAMEA8201203,ERX5334746,ERR5554704,4670,Galanthus_nivalis,4668,Amaryllidaceae,Norway,TV148661
