library,specimen_id,sample_accession,experiment_accession,run_accession,ncbi_taxid,scientific_name,family_taxid,family_name,country,prefix
CDM:ALG,TROM_V_135778,SAMEA8470248,ERX5495919,ERR5847927,2042660,Conioselinum_kamtschaticum,4037,Apiaceae,USA,TV135778
CDM:AFR,TROM_V_135792,SAMEA8470249,ERX5495920,ERR5847928,2071455,Dryas_alaskensis,3745,Rosaceae,USA,TV135792
BXA:CEY,TROM_V_135836,SAMEA8470250,ERX5495921,ERR5847929,2820167,Papaver_hultenii_var_salmonicolor,3465,Papaveraceae,USA,TV135836
CDM:ALM,TROM_V_135855,SAMEA8470251,ERX5495922,ERR5847930,2042669,Puccinellia_groenlandica,4479,Poaceae,Greenland,TV135855
CDM:ALN,TROM_V_135857,SAMEA8470252,ERX5495923,ERR5847931,2042670,Puccinellia_phryganodes_subsp_neoarctica,4479,Poaceae,Greenland,TV135857
BXA:CER,TROM_V_135866,SAMEA8470253,ERX5495924,ERR5847932,2820165,Elymus_trachycaulus_subsp_virescens,4479,Poaceae,Greenland,TV135866
BXA:CJW,TROM_V_135867,SAMEA8470254,ERX5495925,ERR5847933,491171,Elymus_violaceus,4479,Poaceae,Greenland,TV135867
CDM:AGX,TROM_V_135874,SAMEA8470255,ERX5495926,ERR5847934,669710,Isoetes_muricata,13837,Isoetaceae,Greenland,TV135874
BXA:CKC,TROM_V_135886,SAMEA8470256,ERX5495927,ERR5847935,2820170,Potentilla_ranunculus,3745,Rosaceae,Greenland,TV135886
BXA:CKR,TROM_V_135932,SAMEA8470257,ERX5495928,ERR5847936,2780165,Saxifraga_nathorstii,3792,Saxifragaceae,Greenland,TV135932
CDM:AFN,TROM_V_135940,SAMEA8470258,ERX5495929,ERR5847937,2820171,Silene_soczavana_var_macrosperma,3568,Caryophyllaceae,USA,TV135940
CDM:ADT,TROM_V_135944,SAMEA8470259,ERX5495930,ERR5847938,2820172,Sorbus_groenlandica,3745,Rosaceae,Greenland,TV135944
BMB:IP,TROM_V_148469,SAMEA8470260,ERX5495931,ERR5847939,2592077,Hierochloe_odorata,4479,Poaceae,Norway,TV148469
BXA:BLD,TROM_V_162257,SAMEA8470261,ERX5495932,ERR5847940,1891464,Calamagrostis_neglecta_subsp_groenlandica,4479,Poaceae,Norway,TV162257
BXA:CCX,TROM_V_200518,SAMEA8470262,ERX5495933,ERR5847941,395290,Dryas_integrifolia,3745,Rosaceae,Greenland,TV200518
BXA:CJQ,TROM_V_200733,SAMEA8470263,ERX5495934,ERR5847942,2820162,Cochlearia_arctica,3700,Brassicaceae,Russia,TV200733
BXA:CJN,TROM_V_201175,SAMEA8470264,ERX5495935,ERR5847943,2820173,Taraxacum_brachyrhynchum,4210,Asteraceae,Norway,TV201175
BXA:CMF,TROM_V_201815,SAMEA8470265,ERX5495936,ERR5847944,2820127,x_Pucciphippsia_vacillans,4479,Poaceae,Greenland,TV201815
BXA:CFR,TROM_V_300431,SAMEA8470266,ERX5495937,ERR5847945,571367,Arabis_pycnocarpa,3700,Brassicaceae,USA,TV300431
BXA:CKE,TROM_V_300658,SAMEA8470267,ERX5495938,ERR5847946,2820155,Astragalus_aboriginum,3803,Fabaceae,USA,TV300658
BXA:CKD,TROM_V_300819,SAMEA8470268,ERX5495939,ERR5847947,669639,Bistorta_plumosa,3615,Polygonaceae,USA,TV300819
BXA:CLT,TROM_V_350938,SAMEA8470269,ERX5495940,ERR5847948,52153,Festuca_rubra,4479,Poaceae,Svalbard,TV350938
BMB:LF,TROM_V_351285,SAMEA8470270,ERX5495941,ERR5847949,2820143,Salix_caprea_subsp_sphacelata,3688,Salicaceae,Norway,TV351285
CDM:ASV,TROM_V_45430,SAMEA8470271,ERX5495942,ERR5847950,1891467,Carex_pediformis_subsp_rhizodes,4609,Cyperaceae,Norway,TV45430
BXA:CJT,TROM_V_61848,SAMEA8470272,ERX5495943,ERR5847951,669780,Pleuropogon_sabinei,4479,Poaceae,Svalbard,TV61848
BXA:CLR,TROM_V_61867,SAMEA8470273,ERX5495944,ERR5847952,308399,Juncus_triglumis_var_albescens,14101,Juncaceae,Svalbard,TV61867
BXA:CMB,TROM_V_64751,SAMEA8470274,ERX5495945,ERR5847953,2593524,Honckenya_peploides_subsp_peploides,3568,Caryophyllaceae,Norway,TV64751
CDM:AGH,TROM_V_68403,SAMEA8470275,ERX5495946,ERR5847954,2005317,Taraxacum_torvum,4210,Asteraceae,Norway,TV68403
BXA:CJS,TROM_V_87582,SAMEA8470276,ERX5495947,ERR5847955,2820157,Braya_humilis_subsp_arctica,3700,Brassicaceae,Canada,TV87582
CDM:AFV,TROM_V_89985,SAMEA8470277,ERX5495948,ERR5847956,2820169,Plantago_canescens_subsp_richardsonii,156152,Plantaginaceae,Canada,TV89985
CDM:ALZ,TROM_V_90427,SAMEA8470278,ERX5495949,ERR5847957,2042672,Rumex_acetosella_subsp_tenuifolius,3615,Polygonaceae,Norway,TV90427
CDM:AJN,TROM_V_90902,SAMEA8470279,ERX5495950,ERR5847958,2820163,Cochlearia_arctica_subsp_oblongifolia,3700,Brassicaceae,USA,TV90902
BMB:FP,TROM_V_940103,SAMEA8470280,ERX5495951,ERR5847959,96050,Phalaris_arundinacea,4479,Poaceae,Norway,TV940103
BXA:CCC,TROM_V_94022,SAMEA8470281,ERX5495952,ERR5847960,2820156,Betula_nana_subsp_tundrarum,3514,Betulaceae,Norway,TV94022
BXA:CJG,TROM_V_94023,SAMEA8470282,ERX5495953,ERR5847961,2820190,Erigeron_acris_subsp_politus,4210,Asteraceae,Norway,TV94023
BXA:CJD,TROM_V_94029,SAMEA8470283,ERX5495954,ERR5847962,1891522,Pyrola_grandiflora_subsp_norvegica,4345,Ericaceae,Norway,TV94029
CDM:ASM,TROM_V_962020,SAMEA8470284,ERX5495955,ERR5847963,1891468,Carex_rostrata_var_borealis,4609,Cyperaceae,Norway,TV962020
BMB:PT,TROM_V_962655,SAMEA8470285,ERX5495956,ERR5847964,325516,Stellaria_nemorum,3568,Caryophyllaceae,Norway,TV962655
BXA:AGV,TROM_V_964714,SAMEA8470286,ERX5495957,ERR5847965,669736,Oxytropis_sordida,3803,Fabaceae,Norway,TV964714
BXA:BSD,TROM_V_965702,SAMEA8470287,ERX5495958,ERR5847966,1301411,Potentilla_chamissonis,3745,Rosaceae,Norway,TV965702
CDM:ASC,TROM_V_967830,SAMEA8470288,ERX5495959,ERR5847967,1891470,Carex_oederi_var_pulchella,4609,Cyperaceae,Norway,TV967830
BXA:CCF,TROM_V_968149,SAMEA8470289,ERX5495960,ERR5847968,2820168,Pedicularis_palustris_subsp_borealis,91896,Orobanchaceae,Norway,TV968149
BXA:CCG,TROM_V_968202,SAMEA8470290,ERX5495961,ERR5847969,2820179,Hieracium_peleterianum_subsp_boreades,4210,Asteraceae,Norway,TV968202
BXA:CCE,TROM_V_968319,SAMEA8470291,ERX5495962,ERR5847970,2820174,Campanula_latifolia_subsp_macrantha,4381,Campanulaceae,Norway,TV968319
CDM:ALY,TROM_V_97167,SAMEA8470292,ERX5495963,ERR5847971,2042675,Sagina_nodosa_subsp_borealis,3568,Caryophyllaceae,Norway,TV97167
BMB:QA,TROM_V_96829,SAMEA9098898,ERX6824152,ERR7254748,59991,Trientalis_europaea,4335,Primulaceae,Norway,TV96829
BXA:BAD,TROM_V_962002,SAMEA9098831,ERX6824153,ERR7254749,49146,Harrimanella_hypnoides,4345,Ericaceae,Norway,TV962002
BXA:BCA,TROM_V_651537,SAMEA9098648,ERX6824154,ERR7254750,313330,Rhododendron_lapponicum,4345,Ericaceae,Norway,TV651537
BXA:BMS,TROM_V_964193,SAMEA9098850,ERX6824155,ERR7254751,59991,Trientalis_europaea,4335,Primulaceae,Norway,TV964193
BXA:BNQ,TROM_V_961324,SAMEA9098823,ERX6824156,ERR7254752,180763,Vaccinium_myrtillus,4345,Ericaceae,Norway,TV961324
BXA:BNT,TROM_V_965838,SAMEA9098876,ERX6824157,ERR7254753,180772,Vaccinium_vitis-idaea,4345,Ericaceae,Norway,TV965838
BXA:CKA,TROM_V_135813,SAMEA9098395,ERX6824158,ERR7254754,764531,Harrimanella_stelleriana,4345,Ericaceae,USA,TV135813
BXA:CKW,TROM_V_135794,SAMEA9098390,ERX6824159,ERR7254755,191066,Empetrum_nigrum,4345,Ericaceae,USA,TV135794
CDM:AZB,TROM_V_355010,SAMEA10885713,ERX6824160,ERR7254756,190548,Vaccinium_uliginosum,4345,Ericaceae,Russia,TV355010
CDM:AZG,TROM_V_355015,SAMEA10885714,ERX6824161,ERR7254757,190548,Vaccinium_uliginosum,4345,Ericaceae,Norway,TV355015
CDM:AZO,TROM_V_89843,SAMEA9098789,ERX6824162,ERR7254758,191132,Impatiens_parviflora,25692,Balsaminaceae,Norway,TV89843
CDM:BIM,TROM_V_145592,SAMEA9098425,ERX6824163,ERR7254759,175037,Hottonia_palustris,4335,Primulaceae,Sweden,TV145592
CDM:ALC,TROM_V_135829,SAMEA8201050,ERX7831272,ERR8268336,669726,Minuartia_stricta,3568,Caryophyllaceae,Greenland,TV135829
CDM:AKK,TROM_V_135843,SAMEA8201060,ERX7831273,ERR8268337,669769,Pedicularis_labradorica,91896,Orobanchaceae,Greenland,TV135843
CDM:ACY,TROM_V_135852,SAMEA8201064,ERX7831274,ERR8268338,329327,Pseudorchis_albida_subsp_straminea,4747,Orchidaceae,Greenland,TV135852
CDM:AJX,TROM_V_135862,SAMEA8201068,ERX7831275,ERR8268339,203104,Veratrum_viride_var_eschscholtzianum,50362,Melanthiaceae,USA,TV135862
CDM:AKL,TROM_V_135917,SAMEA8201094,ERX7831276,ERR8268340,1301413,Potentilla_subgorodkovii,3745,Rosaceae,USA,TV135917
CDM:AKV,TROM_V_170117,SAMEA8201431,ERX7831277,ERR8268341,208932,Drabella_muralis,3700,Brassicaceae,Sweden,TV170117
CDM:AJW,TROM_V_17052,SAMEA8201440,ERX7831278,ERR8268342,2005313,Hedlundia_subsimilis,3745,Rosaceae,Norway,TV17052
CDM:AKC,TROM_V_200492,SAMEA8201587,ERX7831279,ERR8268343,487764,Rhodiola_quadrifida,3781,Crassulaceae,Russia,TV200492
CDM:AMV,TROM_V_200615,SAMEA8201609,ERX7831280,ERR8268344,39321,Hippuris_vulgaris,156152,Plantaginaceae,Greenland,TV200615
CDM:AKN,TROM_V_201866,SAMEA8201716,ERX7831281,ERR8268345,552844,Triantha_occidentalis,85243,Tofieldiaceae,USA,TV201866
CDM:AVH,TROM_V_202347,SAMEA8201741,ERX7831282,ERR8268346,244309,Juniperus_communis_var_saxatilis,3367,Cupressaceae,Norway,TV202347
CDM:AXV,TROM_V_6169,SAMEA8201902,ERX7831283,ERR8268347,74637,Rosa_glauca,3745,Rosaceae,Norway,TV6169
CDM:AML,TROM_V_65366,SAMEA8201968,ERX7831284,ERR8268348,669750,Papaver_radicatum_subsp_dahlianum,3465,Papaveraceae,Svalbard,TV65366
CDM:ACT,TROM_V_742,SAMEA8202009,ERX7831285,ERR8268349,767568,Sparganium_erectum,4731,Typhaceae,Norway,TV742
CDM:BDF,TROM_V_86534,SAMEA8202065,ERX7831286,ERR8268350,108412,Ceratophyllum_submersum,32203,Ceratophyllaceae,Denmark,TV86534
CDM:AKS,TROM_V_89652,SAMEA8202105,ERX7831287,ERR8268351,140874,Carex_borealipolaris,4609,Cyperaceae,Canada,TV89652
CDM:AQA,TROM_V_90009,SAMEA8202129,ERX7831288,ERR8268352,669764,Pedicularis_capitata,91896,Orobanchaceae,Canada,TV90009
CDM:ALA,TROM_V_90009,SAMEA8202129,ERX7831289,ERR8268353,669764,Pedicularis_capitata,91896,Orobanchaceae,Canada,TV90009
CDM:AIN,TROM_V_91022,SAMEA8202156,ERX7831290,ERR8268354,368374,Poa_leptocoma,4479,Poaceae,USA,TV91022
CDM:ACW,TROM_V_964579,SAMEA8202430,ERX7831291,ERR8268355,269006,Hypericum_maculatum,629714,Hypericaceae,Norway,TV964579
CDM:ANQ,TROM_V_968691,SAMEA8202598,ERX7831292,ERR8268356,74823,Papaver_nudicaule,3465,Papaveraceae,Norway,TV968691
CDM:AKQ,TROM_V_135944,SAMEA8470259,ERX7831293,ERR8268357,2820172,Sorbus_groenlandica,3745,Rosaceae,Greenland,TV135944
CDM:ACL,SB034,SAMEA9098313,ERX7831294,ERR8268358,2005310,Ranunculus_wilanderi,3440,Ranunculaceae,Svalbard,SB034
CDM:ANE,SB049,SAMEA9098314,ERX7831295,ERR8268359,286857,Ranunculus_arcticus,3440,Ranunculaceae,Svalbard,SB049
CDM:ANF,SB051,SAMEA9098315,ERX7831296,ERR8268360,2983923,Deschampsia_cespitosa_subsp_neoalpina,4479,Poaceae,Svalbard,SB051
CDM:ANH,SB064,SAMEA9098316,ERX7831297,ERR8268361,90602,Micranthes_hieraciifolia,3792,Saxifragaceae,Svalbard,SB064
CDM:AAK,SB119,SAMEA9098317,ERX7831298,ERR8268362,90600,Micranthes_foliolosa,3792,Saxifragaceae,Svalbard,SB119
CDM:ANL,SB144,SAMEA9098318,ERX7831299,ERR8268363,464048,Festuca_edlundiae,4479,Poaceae,Svalbard,SB144
CDM:AAL,SB163,SAMEA9098319,ERX7831300,ERR8268364,464086,Festuca_viviparoidea,4479,Poaceae,Svalbard,SB163
CDM:BHJ,TROM_V_100997,SAMEA9098320,ERX7831301,ERR8268365,715713,Galium_rotundifolium,24966,Rubiaceae,Sweden,TV100997
CDM:BHK,TROM_V_101014,SAMEA9098321,ERX7831302,ERR8268366,1117032,Galium_spurium,24966,Rubiaceae,Norway,TV101014
CDM:BGK,TROM_V_101337,SAMEA9098323,ERX7831303,ERR8268367,91248,Erigeron_annuus,4210,Asteraceae,Denmark,TV101337
CDM:AWP,TROM_V_105789,SAMEA9098324,ERX7831304,ERR8268368,1534699,Utricularia_ochroleuca,4196,Lentibulariaceae,Norway,TV105789
CDM:AAG,TROM_V_108433,SAMEA9098325,ERX7831305,ERR8268369,96047,Calamagrostis_arenaria,4479,Poaceae,Finland,TV108433
CDM:AWH,TROM_V_11057,SAMEA9098326,ERX7831306,ERR8268370,195145,Veronica_verna,156152,Plantaginaceae,Norway,TV11057
CDM:BCU,TROM_V_111977,SAMEA9098327,ERX7831307,ERR8268371,254780,Persicaria_amphibia,3615,Polygonaceae,Norway,TV111977
CDM:BDW,TROM_V_112065,SAMEA9098328,ERX7831308,ERR8268372,3560,Oxybasis_rubra,1804623,Chenopodiaceae,Sweden,TV112065
CDM:BDX,TROM_V_112068,SAMEA9098329,ERX7831309,ERR8268373,581245,Chenopodium_strictum,1804623,Chenopodiaceae,Sweden,TV112068
CDM:BDN,TROM_V_112140,SAMEA9098330,ERX7831310,ERR8268374,240048,Blitum_virgatum,1804623,Chenopodiaceae,Norway,TV112140
CDM:BDL,TROM_V_112147,SAMEA9098331,ERX7831311,ERR8268375,122298,Blitum_bonus-henricus,1804623,Chenopodiaceae,Norway,TV112147
CDM:BDM,TROM_V_112157,SAMEA9098332,ERX7831312,ERR8268376,887860,Chenopodium_ficifolium,1804623,Chenopodiaceae,Sweden,TV112157
CDM:BED,TROM_V_112324,SAMEA9098333,ERX7831313,ERR8268377,46146,Claytonia_perfoliata,703407,Montiaceae,Sweden,TV112324
CDM:AYI,TROM_V_112445,SAMEA9098335,ERX7831314,ERR8268378,286924,Ranunculus_lanuginosus,3440,Ranunculaceae,Denmark,TV112445
CDM:BFA,TROM_V_113387,SAMEA9098336,ERX7831315,ERR8268379,1844633,Crassula_aquatica,3781,Crassulaceae,Finland,TV113387
CDM:BHY,TROM_V_113551,SAMEA9098337,ERX7831316,ERR8268380,714473,Geum_aleppicum,3745,Rosaceae,Finland,TV113551
CDM:BFG,TROM_V_113682,SAMEA9098338,ERX7831317,ERR8268381,3835,Cytisus_scoparius,3803,Fabaceae,Norway,TV113682
CDM:BHP,TROM_V_113693,SAMEA9098339,ERX7831318,ERR8268382,49825,Genista_tinctoria,3803,Fabaceae,Norway,TV113693
CDM:BHN,TROM_V_113700,SAMEA9098340,ERX7831319,ERR8268383,176347,Genista_anglica,3803,Fabaceae,Denmark,TV113700
CDM:AVU,TROM_V_113795,SAMEA9098341,ERX7831320,ERR8268384,369421,Viola_hirta,24921,Violaceae,Denmark,TV113795
CDM:BGD,TROM_V_113931,SAMEA9098342,ERX7831321,ERR8268385,669679,Epilobium_davuricum,3934,Onagraceae,Norway,TV113931
CDM:AWD,TROM_V_114286,SAMEA9098343,ERX7831322,ERR8268386,287754,Vicia_dumetorum,3803,Fabaceae,Denmark,TV114286
CDM:AXI,TROM_V_114328,SAMEA9098345,ERX7831323,ERR8268387,118937,Lotus_maritimus,3803,Fabaceae,Denmark,TV114328
CDM:BGL,TROM_V_114452,SAMEA9098346,ERX7831324,ERR8268388,180536,Eruca_vesicaria,3700,Brassicaceae,Sweden,TV114452
BMB:DF,TROM_V_114793,SAMEA9098347,ERX7831325,ERR8268389,489414,Heracleum_sphondylium_subsp_sphondylium,4037,Apiaceae,Norway,TV114793
CDM:BEL,TROM_V_114840,SAMEA9098348,ERX7831326,ERR8268390,4047,Coriandrum_sativum,4037,Apiaceae,Norway,TV114840
CDM:BEH,TROM_V_114854,SAMEA9098349,ERX7831327,ERR8268391,13447,Conium_maculatum,4037,Apiaceae,Norway,TV114854
CDM:ABQ,TROM_V_115001,SAMEA9098350,ERX7831328,ERR8268392,1155338,Gentianella_uliginosa,21472,Gentianaceae,Denmark,TV115001
CDM:BBM,TROM_V_117901,SAMEA9098351,ERX7831329,ERR8268393,189230,Jacobaea_aquatica,4210,Asteraceae,Denmark,TV117901
BXA:CBH,TROM_V_120339,SAMEA9098352,ERX7831330,ERR8268394,753697,Eleocharis_mamillata_subsp_austriaca,4609,Cyperaceae,Norway,TV120339
CDM:ARR,TROM_V_120709,SAMEA9098353,ERX7831331,ERR8268395,100364,Elodea_canadensis,26319,Hydrocharitaceae,Finland,TV120709
CDM:BHH,TROM_V_12242,SAMEA9098354,ERX7831332,ERR8268396,1891488,Galium_normanii,24966,Rubiaceae,Norway,TV12242
BMB:AP,TROM_V_12563,SAMEA9098355,ERX7831333,ERR8268397,75715,Salix_pentandra,3688,Salicaceae,Norway,TV12563
BXA:BHV,TROM_V_126765,SAMEA9098356,ERX7831334,ERR8268398,82281,Campanula_glomerata,4381,Campanulaceae,Norway,TV126765
CDM:BCS,TROM_V_127861,SAMEA9098357,ERX7831335,ERR8268399,1000425,Pimpinella_major,4037,Apiaceae,Norway,TV127861
CDM:BAI,TROM_V_128019,SAMEA9098358,ERX7831336,ERR8268400,2835580,Taraxacum_norvegicum,4210,Asteraceae,Norway,TV128019
CDM:AVV,TROM_V_131283,SAMEA9098359,ERX7831337,ERR8268401,97415,Viola_arvensis,24921,Violaceae,Sweden,TV131283
CDM:BGU,TROM_V_131726,SAMEA9098360,ERX7831338,ERR8268402,28930,Fagus_sylvatica,3503,Fagaceae,Norway,TV131726
BXA:CAI,TROM_V_13226,SAMEA9098362,ERX7831339,ERR8268403,1799760,Koeleria_subalpestris,4479,Poaceae,Norway,TV13226
CDM:AWG,TROM_V_13238,SAMEA9098363,ERX7831340,ERR8268404,153960,Vicia_pisiformis,3803,Fabaceae,Norway,TV13238
CDM:AYS,TROM_V_133168,SAMEA9098365,ERX7831341,ERR8268405,248829,Meconopsis_cambrica,3465,Papaveraceae,Norway,TV133168
CDM:BFR,TROM_V_134261,SAMEA9098366,ERX7831342,ERR8268406,381173,Draba_oxycarpa,3700,Brassicaceae,Norway,TV134261
CDM:BHX,TROM_V_134274,SAMEA9098367,ERX7831343,ERR8268407,379953,Geranium_pyrenaicum,4027,Geraniaceae,Norway,TV134274
CDM:BEA,TROM_V_1342,SAMEA9098368,ERX7831344,ERR8268408,192477,Cirsium_acaule,4210,Asteraceae,Norway,TV1342
BXA:BCM,TROM_V_134525,SAMEA9098369,ERX7831345,ERR8268409,267242,Rosa_mollis,3745,Rosaceae,Norway,TV134525
BXA:AQK,TROM_V_134662,SAMEA9098370,ERX7831346,ERR8268410,140814,Carex_flacca,4609,Cyperaceae,Norway,TV134662
CDM:AXG,TROM_V_135218,SAMEA9098371,ERX7831347,ERR8268411,97021,Trifolium_dubium,3803,Fabaceae,Norway,TV135218
CDM:BAB,TROM_V_135238,SAMEA9098372,ERX7831348,ERR8268412,316496,Viola_selkirkii,24921,Violaceae,Norway,TV135238
CDM:AYC,TROM_V_135247,SAMEA9098373,ERX7831349,ERR8268413,374724,Rhinanthus_alectorolophus,91896,Orobanchaceae,Norway,TV135247
CDM:AER,TROM_V_135698,SAMEA9098375,ERX7831350,ERR8268414,662093,Carex_supina_var_spaniocarpa,4609,Cyperaceae,Greenland,TV135698
CDM:AET,TROM_V_135711,SAMEA9098376,ERX7831351,ERR8268415,661417,Carex_membranacea,4609,Cyperaceae,USA,TV135711
CDM:AEN,TROM_V_135713,SAMEA9098377,ERX7831352,ERR8268416,669645,Carex_holostoma,4609,Cyperaceae,Greenland,TV135713
CDM:AEU,TROM_V_135714,SAMEA9098378,ERX7831353,ERR8268417,912436,Carex_gmelinii,4609,Cyperaceae,USA,TV135714
CDM:AKM,TROM_V_135715,SAMEA9098379,ERX7831354,ERR8268418,912404,Carex_concinna,4609,Cyperaceae,USA,TV135715
CDM:ADE,TROM_V_135735,SAMEA9098381,ERX7831355,ERR8268419,2042659,Aconitum_maximum,3440,Ranunculaceae,USA,TV135735
CDM:AJA,TROM_V_135751,SAMEA9098382,ERX7831356,ERR8268420,669643,Campanula_alaskana,4381,Campanulaceae,USA,TV135751
CDM:AHZ,TROM_V_135759,SAMEA9098383,ERX7831357,ERR8268421,216987,Betula_neoalaskana,3514,Betulaceae,Canada,TV135759
BXA:CGJ,TROM_V_135763,SAMEA9098385,ERX7831358,ERR8268422,395288,Castilleja_caudata,91896,Orobanchaceae,USA,TV135763
CDM:ADR,TROM_V_135765,SAMEA9098386,ERX7831359,ERR8268423,1120091,Castilleja_raupii,91896,Orobanchaceae,Canada,TV135765
CDM:AIZ,TROM_V_135771,SAMEA9098387,ERX7831360,ERR8268424,13055,Chamaenerion_angustifolium,3934,Onagraceae,Greenland,TV135771
BXA:CGI,TROM_V_135777,SAMEA9098388,ERX7831361,ERR8268425,313214,Claytonia_tuberosa,703407,Montiaceae,USA,TV135777
BXA:CGG,TROM_V_135783,SAMEA9098389,ERX7831362,ERR8268426,311916,Draba_aurea,3700,Brassicaceae,Greenland,TV135783
BXA:CKW,TROM_V_135794,SAMEA9098390,ERX7831363,ERR8268427,191066,Empetrum_nigrum,4345,Ericaceae,USA,TV135794
BXA:CFN,TROM_V_135804,SAMEA9098392,ERX7831364,ERR8268428,50748,Gentiana_algida,21472,Gentianaceae,USA,TV135804
BXA:CKB,TROM_V_135807,SAMEA9098393,ERX7831365,ERR8268429,49951,Gentiana_prostrata,21472,Gentianaceae,USA,TV135807
BXA:CKA,TROM_V_135813,SAMEA9098395,ERX7831366,ERR8268430,764531,Harrimanella_stelleriana,4345,Ericaceae,USA,TV135813
CDM:AFH,TROM_V_135818,SAMEA9098397,ERX7831367,ERR8268431,148625,Lomatogonium_rotatum,21472,Gentianaceae,Greenland,TV135818
BXA:CFG,TROM_V_135821,SAMEA9098398,ERX7831368,ERR8268432,40783,Micranthes_ferruginea,3792,Saxifragaceae,USA,TV135821
BXA:CJX,TROM_V_135844,SAMEA9098399,ERX7831369,ERR8268433,669770,Pedicularis_lanata,91896,Orobanchaceae,Greenland,TV135844
CDM:AEF,TROM_V_135860,SAMEA9098400,ERX7831370,ERR8268434,376136,Graphephorum_cernuum,4479,Poaceae,USA,TV135860
BXA:CEO,TROM_V_135871,SAMEA9098401,ERX7831371,ERR8268435,464078,Festuca_saximontana,4479,Poaceae,Greenland,TV135871
CDM:ADJ,TROM_V_135873,SAMEA9098402,ERX7831372,ERR8268436,52712,Hordeum_brachyantherum,4479,Poaceae,USA,TV135873
CDM:ALP,TROM_V_135884,SAMEA9098404,ERX7831373,ERR8268437,212671,Hieracium_murorum,4210,Asteraceae,Greenland,TV135884
CDM:AJM,TROM_V_135885,SAMEA9098405,ERX7831374,ERR8268438,106553,Malus_fusca,3745,Rosaceae,USA,TV135885
BXA:CKQ,TROM_V_135939,SAMEA9098408,ERX7831375,ERR8268439,57934,Sibbaldia_retusa,3745,Rosaceae,Greenland,TV135939
CDM:ADD,TROM_V_135949,SAMEA9098409,ERX7831376,ERR8268440,504477,Thalictrum_pubescens,3440,Ranunculaceae,Canada,TV135949
CDM:AGU,TROM_V_135960,SAMEA9098411,ERX7831377,ERR8268441,98721,Senecio_eremophilus,4210,Asteraceae,Canada,TV135960
CDM:BBX,TROM_V_140995,SAMEA9098412,ERX7831378,ERR8268442,1053390,Sagina_maritima,3568,Caryophyllaceae,Norway,TV140995
CDM:BIB,TROM_V_142097,SAMEA9098413,ERX7831379,ERR8268443,1533089,Globularia_vulgaris,156152,Plantaginaceae,Sweden,TV142097
CDM:BJX,TROM_V_142369,SAMEA9098414,ERX7831380,ERR8268444,56531,Inula_salicina,4210,Asteraceae,Norway,TV142369
CDM:BJW,TROM_V_142380,SAMEA9098415,ERX7831381,ERR8268445,55635,Inula_helenium,4210,Asteraceae,Sweden,TV142380
CDM:BJV,TROM_V_142384,SAMEA9098416,ERX7831382,ERR8268446,1522193,Inula_ensifolia,4210,Asteraceae,Sweden,TV142384
CDM:BJU,TROM_V_142387,SAMEA9098417,ERX7831383,ERR8268447,119176,Pentanema_britannica,4210,Asteraceae,Denmark,TV142387
CDM:BFE,TROM_V_142964,SAMEA9098418,ERX7831384,ERR8268448,29786,Cruciata_laevipes,24966,Rubiaceae,Denmark,TV142964
CDM:BDJ,TROM_V_143436,SAMEA9098419,ERX7831385,ERR8268449,105274,Chaerophyllum_temulum,4037,Apiaceae,Sweden,TV143436
CDM:BEF,TROM_V_143468,SAMEA9098420,ERX7831386,ERR8268450,910420,Cnidium_dubium,4037,Apiaceae,Sweden,TV143468
CDM:BHQ,TROM_V_143515,SAMEA9098421,ERX7831387,ERR8268451,2835588,Gentianella_campestris_subsp_islandica,21472,Gentianaceae,Norway,TV143515
CDM:BFD,TROM_V_145093,SAMEA9098422,ERX7831388,ERR8268452,13465,Crepis_capillaris,4210,Asteraceae,Sweden,TV145093
CDM:BFC,TROM_V_145102,SAMEA9098423,ERX7831389,ERR8268453,122532,Crepis_biennis,4210,Asteraceae,Sweden,TV145102
BXA:CBM,TROM_V_14533,SAMEA9098424,ERX7831390,ERR8268454,301497,Carex_rufina,4609,Cyperaceae,Norway,TV14533
CDM:BIM,TROM_V_145592,SAMEA9098425,ERX7831391,ERR8268455,175037,Hottonia_palustris,4335,Primulaceae,Sweden,TV145592
CDM:AAJ,TROM_V_145882,SAMEA9098427,ERX7831392,ERR8268456,15000,Alisma_plantago-aquatica,4449,Alismataceae,Finland,TV145882
CDM:BHA,TROM_V_145916,SAMEA9098428,ERX7831393,ERR8268457,106677,Frangula_alnus,3608,Rhamnaceae,Finland,TV145916
CDM:AYJ,TROM_V_145940,SAMEA9098429,ERX7831394,ERR8268458,105186,Ranunculus_lingua,3440,Ranunculaceae,Finland,TV145940
CDM:BHV,TROM_V_146906,SAMEA9098430,ERX7831395,ERR8268459,487788,Geranium_pratense,4027,Geraniaceae,Norway,TV146906
CDM:AUP,TROM_V_147105,SAMEA9098431,ERX7831396,ERR8268460,1122272,Blysmopsis_rufa,4609,Cyperaceae,Norway,TV147105
CDM:APF,TROM_V_147233,SAMEA9098432,ERX7831397,ERR8268461,81769,Muscari_botryoides,44985,Hyacinthaceae,Norway,TV147233
CDM:AXB,TROM_V_147261,SAMEA9098433,ERX7831398,ERR8268462,41653,Tragopogon_pratensis,4210,Asteraceae,Norway,TV147261
